Geo Point,zone_id,site_id,modified,park,landuse,site_typ,species,diameter,height,spread,trunks,conditn,appraise,planted
"44.4709563733,-73.2036117763",ward 6,4856,2013-12,,residence,Tree,maple free aut bl,9,25,15,1,70,1500.0,0
"44.4718814837,-73.2131183504",ward 6,2178,2018-12,smalley park,park,Tree,"mapl,nwy columnar",12,35,20,1,70,2470.0,0
"44.4708640253,-73.2036053467",ward 6,4857,2013-12,,residence,Tree,maple free aut bl,7,25,15,1,70,920.0,0
"44.4718628376,-73.2133588809",ward 6,2182,2018-12,smalley park,park,Tree,"locust,black",15,40,20,1,70,3550.0,0
"44.4704641913,-73.20357394",ward 6,4860,2013-12,,residence,Tree,maple free aut bl,8,25,15,1,70,1190.0,0
"44.4714923779,-73.2087627171",ward 6,2190,2019-06,,residence,Tree,"mapl,nwy crmsn kg",12,30,25,1,50,1760.0,0
"44.47337259,-73.2193719554",ward 5,4714,2013-12,perkins pier,parking lot,Tree,crabapple spp,7,15,15,1,80,900.0,0
"44.4712640137,-73.2087444277",ward 6,2192,2019-06,,apartments,Tree,"hackberry,common",2,10,5,1,80,200.0,2018
"44.4733783708,-73.2195881821",ward 5,4715,2013-12,perkins pier,parking lot,Tree,"ash,gr summit",10,20,20,1,70,1720.0,0
"44.4713606716,-73.2086125843",ward 6,2194,2019-06,,residence,Tree,"mtn ash,oak leaf",12,25,20,1,50,1220.0,0
"44.4733749497,-73.2196588061",ward 5,4716,2013-12,perkins pier,parking lot,Tree,"ash,gr summit",8,20,20,1,70,1110.0,0
"44.4716794188,-73.2086297952",ward 6,2195,2019-09,,residence,Stump,"mapl,norway",23,0,0,1,0,0.0,0
"44.473309401,-73.220141854",ward 5,4722,2013-12,perkins pier,park,Tree,"ash,gr summit",14,30,30,1,80,3830.0,0
"44.4722207178,-73.208654478",ward 6,2199,2014-11,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4732964586,-73.220306305",ward 5,4723,2013-12,perkins pier,park,Tree,"ash,gr summit",12,30,30,1,80,2820.0,0
"44.4731738695,-73.2087156728",ward 6,2203,2012-03,,residence,Tree,crabapple spp,11,20,20,1,50,1370.0,0
"44.473163931,-73.2202714208",ward 5,4724,2013-12,perkins pier,park,Tree,"ash,gr summit",9,20,15,1,70,1390.0,0
"44.4734517657,-73.2087315069",ward 6,2205,2012-03,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4732721085,-73.2205540185",ward 5,4727,2013-12,perkins pier,park,Tree,"ash,gr summit",12,30,30,1,70,2470.0,0
"44.4730563543,-73.2088459227",ward 6,2212,2012-03,,business,Tree,crabapple spp,12,25,20,1,70,2280.0,0
"44.4732179875,-73.2204782638",ward 5,4728,2013-12,perkins pier,park,Tree,"ash,gr summit",16,35,30,1,80,5000.0,0
"44.4729486825,-73.2088393142",ward 6,2214,2017-09,,business,Stump,crabapple spp,4,0,0,1,0,0.0,0
"44.4731471104,-73.220390099",ward 5,4729,2013-12,perkins pier,park,Tree,"ash,gr summit",13,30,30,1,80,3310.0,0
"44.4728263608,-73.2086940079",ward 6,12412,2018-09,,apartments,Tree,"lilac,jap tree",2,5,5,1,70,180.0,0
"44.4726961754,-73.2205070265",ward 5,4734,2019-10,perkins pier,park,Removal,,0,0,0,0,0,0.0,0
"44.4727677931,-73.2088271476",ward 6,2218,2012-03,,business,Tree,crabapple spp,11,20,25,1,70,1920.0,0
"44.4726514053,-73.2205078054",ward 5,4735,2019-10,perkins pier,park,Removal,,0,0,0,0,0,0.0,0
"44.4724000264,-73.2088085639",ward 6,2221,2019-03,,business,Tree,tuliptree,2,10,5,1,80,240.0,2016
"44.4726789846,-73.2204389765",ward 5,4738,2014-01,perkins pier,park,Tree,"pine,red",14,25,15,1,70,3490.0,0
"44.472298325,-73.2093149387",ward 6,2224,2018-12,,residence,Tree,"linden,littleleaf",26,60,50,1,70,14100.0,0
"44.4726391235,-73.2204165377",ward 5,4739,2014-01,perkins pier,park,Tree,"pine,red",12,25,15,1,70,2570.0,0
"44.4721836525,-73.2097591521",ward 6,2237,2012-03,,apartments,Tree,"mapl,hedge",13,30,30,1,70,3110.0,0
"44.4726736269,-73.2203823787",ward 5,4740,2014-01,perkins pier,park,Tree,"pine,red",10,25,15,1,80,2060.0,0
"44.4721951054,-73.209257157",ward 6,2241,2012-03,,apartments,Tree,"mapl,hedge",8,25,20,1,70,1190.0,0
"44.4726334659,-73.2203320028",ward 5,4742,2014-01,perkins pier,park,Tree,"pine,red",8,20,15,1,70,1170.0,0
"44.4829864099,-73.2010901501",ward 1,2248,2019-03,,apartments,Tree,"mapl,freeman",4,20,15,1,80,360.0,2012
"44.4725997405,-73.2203182868",ward 5,4744,2014-01,perkins pier,park,Tree,"pine,red",11,25,15,1,80,2480.0,0
"44.485814008,-73.1956472487",ward 1,2252,2019-03,,apartments,Tree,"hackberry,common",3,15,5,1,80,200.0,2012
"44.4726316594,-73.2202408641",ward 5,4747,2014-01,perkins pier,park,Tree,"pine,red",9,25,15,1,80,1670.0,0
"44.4872536777,-73.2085600353",ward 2,2260,2019-03,,business,Tree,elm triumph,8,22,16,1,80,1360.0,2012
"44.4726068638,-73.2200949054",ward 5,4751,2014-01,perkins pier,park,Tree,"pine,red",14,25,15,1,80,3990.0,0
"44.4757230932,-73.2110543599",ward 3,2276,2019-12,,business,Tree,elm amer princeto,3,15,10,1,80,210.0,2015
"44.4726222375,-73.2199979928",ward 5,4753,2013-12,perkins pier,park,Tree,hawthorn spp,16,15,20,3,80,4610.0,0
"44.4552973333,-73.213191837",ward 5,2279,2013-01,,residence,Tree,"mapl,tatarian",5,15,10,1,70,480.0,0
"44.4726286984,-73.219772082",ward 5,4757,2013-12,perkins pier,park,Tree,arborvitae,14,20,15,1,80,4260.0,0
"44.4552366315,-73.212044168",ward 5,2285,2018-09,,apartments,Tree,"mapl,hedge",11,15,20,1,50,1600.0,0
"44.4726290288,-73.2197326524",ward 5,4758,2013-12,perkins pier,park,Tree,arborvitae,12,15,10,1,80,3140.0,0
"44.4552370567,-73.2118822636",ward 5,2286,2019-06,,residence,Tree,"mapl,tatarian",5,15,10,1,80,550.0,0
"44.4726283718,-73.219695233",ward 5,4759,2013-12,perkins pier,park,Tree,arborvitae,12,20,15,1,80,3140.0,0
"44.4552155972,-73.2116185904",ward 5,2287,2013-01,,apartments,Tree,"mapl,hedge",13,25,25,1,80,3560.0,0
"44.4726276704,-73.2196648803",ward 5,4760,2013-12,perkins pier,park,Tree,hawthorn spp,11,15,20,2,80,2190.0,0
"44.4551903973,-73.2112278297",ward 5,2289,2019-06,,apartments,Tree,"mapl,hedge",12,20,20,1,80,3040.0,0
"44.4726216122,-73.2194927155",ward 5,4763,2014-01,perkins pier,park,Tree,"pine,red",11,25,15,1,80,2480.0,0
"44.4551763145,-73.2109824589",ward 5,2290,2013-01,,apartments,Tree,"mapl,hedge",16,29,25,1,80,5300.0,0
"44.4726141334,-73.2194514706",ward 5,4764,2014-01,perkins pier,park,Tree,"pine,red",12,25,15,1,80,2940.0,0
"44.4882644897,-73.2107597081",ward 2,2263,2019-03,,apartments,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4726168041,-73.2194053633",ward 5,4765,2014-01,perkins pier,park,Tree,"pine,red",12,25,15,1,80,2940.0,0
"44.4849105373,-73.2136711511",ward 2,2268,2013-12,,business,Tree,elm triumph,3,15,10,1,80,210.0,2012
"44.4726740264,-73.2193462088",ward 5,4768,2014-01,perkins pier,park,Tree,"pine,red",11,25,15,1,80,2480.0,0
"44.4550949883,-73.2095418783",ward 5,2298,2013-01,,apartments,Tree,"mapl,hedge",8,20,15,1,80,1360.0,0
"44.4727412883,-73.219299648",ward 5,4770,2014-01,perkins pier,park,Tree,"pine,red",12,25,15,1,80,2940.0,0
"44.4552222269,-73.2092594681",ward 5,2304,2013-01,,business,Tree,elm amer princeto,7,15,10,1,80,1050.0,2007
"44.472588121,-73.2192337528",ward 5,4774,2013-12,perkins pier,park,Tree,crabapple spp,5,10,10,1,70,410.0,0
"44.4552112759,-73.2091057465",ward 5,2305,2013-01,,business,Tree,elm amer princeto,7,15,10,1,80,1050.0,2007
"44.4641866117,-73.2148644801",ward 5,4776,2017-10,,business,Removal,,0,0,0,0,0,0.0,0
"44.4552036662,-73.2089507361",ward 5,2306,2013-01,,business,Tree,elm amer princeto,7,15,10,1,80,1050.0,2007
"44.4647803387,-73.2147320776",ward 5,4777,2013-12,,apartments,Tree,"mapl,norway",11,25,15,1,70,2080.0,0
"44.455196868,-73.2088183419",ward 5,2307,2013-01,,business,Tree,elm amer princeto,6,15,5,1,80,780.0,2007
"44.4700025438,-73.2035271597",ward 6,4862,2013-12,,residence,Tree,maple free aut bl,6,25,15,1,80,780.0,0
"44.4563444611,-73.2085881751",ward 5,2308,2019-04,,business,Tree,"mapl,rd aut blaze",7,25,15,1,70,920.0,2007
"44.4699092272,-73.2035233793",ward 6,4863,2013-12,,residence,Tree,maple free aut bl,6,20,15,1,80,780.0,0
"44.4555205154,-73.2086626689",ward 5,2319,2019-04,,business,Tree,"mapl,rd aut blaze",6,20,16,1,80,780.0,2007
"44.4739845073,-73.2026332204",ward 6,4864,2018-06,,school,Tree,"mapl,frman celebr",2,10,5,1,80,210.0,2018
"44.4868673539,-73.2165027485",ward 3,2322,2019-03,,apartments,Tree,"lilac,jap tre slk",3,10,5,1,80,210.0,2012
"44.473973767,-73.2029855943",ward 6,4866,2018-06,,school,Tree,"mapl,frman celebr",2,10,5,1,80,210.0,2018
"44.4864306095,-73.2140855595",ward 3,2324,2019-03,,residence,Tree,crabapple spp,3,10,10,1,80,180.0,2012
"44.4739346581,-73.2039229136",ward 6,4872,2018-06,,school,Tree,elm amer jeff,3,15,5,1,80,210.0,2018
"44.4893598114,-73.214353573",ward 2,2325,2018-06,,apartments,Tree,lila jap tr ivr p,2,10,5,1,80,210.0,2018
"44.4739195141,-73.204371008",ward 6,4875,2013-12,,school,Tree,"linden,ltlf grnsp",7,20,15,1,80,1200.0,0
"44.4862262938,-73.2211020024",ward 3,2327,2019-03,,residence,Tree,"parrotia,persian",2,10,5,1,80,240.0,2012
"44.4738902734,-73.2051086412",ward 6,4880,2019-06,,school,Stump,"linden,ltlf grnsp",17,0,0,1,0,0.0,0
"44.476052863,-73.2121352684",ward 3,2332,2019-03,,business,Tree,elm amer princeto,3,15,10,1,80,210.0,2016
"44.474063955,-73.2034974744",ward 6,4881,2017-06,,residence,Tree,"mapl,hedge",10,20,20,1,70,1850.0,0
"44.5097776962,-73.2530441535",ward 4,2336,2013-02,,residence,Tree,lilac jap copper,3,15,10,1,80,210.0,0
"44.4740374681,-73.2041256851",ward 6,4884,2013-12,,residence,Tree,"mapl,hedge",6,15,15,1,70,680.0,0
"44.5029959746,-73.2469745265",ward 4,2346,2013-11,,residence,Tree,"maple,sienna gl",3,15,10,1,80,210.0,2012
"44.4740346463,-73.2041971487",ward 6,4885,2013-12,,residence,Tree,"mapl,hedge",6,15,15,1,80,780.0,0
"44.5030462016,-73.2444132192",ward 4,2349,2019-03,,residence,Tree,"hackberry,common",6,20,15,1,80,720.0,2012
"44.4740222662,-73.2045636365",ward 6,4887,2014-09,,apartments,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.5010227951,-73.2473362859",ward 4,2350,2019-03,,residence,Tree,"mapl,frman celebr",6,30,14,1,80,780.0,2012
"44.4741244475,-73.2018700333",ward 6,4888,2017-06,,school,Tree,"mapl,hedge",12,20,20,1,70,2660.0,0
"44.4539556459,-73.2162116202",ward 5,2351,2013-02,,residence,Tree,"parrotia,persian",3,12,9,1,80,240.0,2012
"44.474135217,-73.2015123383",ward 6,4890,2017-06,,residence,Tree,crabapple spp,9,15,15,1,70,1290.0,0
"44.4502772898,-73.2145346125",ward 5,2352,2018-09,,parking lot,Tree,"lilac,jap tree",3,15,10,1,80,210.0,2012
"44.4741471302,-73.2012783654",ward 6,4892,2017-06,,residence,Tree,"mapl,hedge",10,25,20,1,70,1850.0,0
"44.4501217557,-73.2145497362",ward 5,2353,2018-09,,parking lot,Tree,"lilac,jap tree",3,15,10,1,80,210.0,2012
"44.4740466497,-73.2008900732",ward 6,4895,2018-06,,apartments,Tree,"linden,ltlf grnsp",12,25,15,1,70,3040.0,0
"44.4590346075,-73.2081038906",ward 6,2369,2019-03,,residence,Tree,crabappl rd baron,4,10,5,1,80,310.0,2013
"44.4740265512,-73.2013713657",ward 6,4898,2013-12,,residence,Tree,"linden,ltlf grnsp",11,20,20,1,70,2560.0,0
"44.4582092796,-73.2081974907",ward 6,2370,2019-03,,residence,Tree,"lilac,jap tree",2,10,5,1,80,210.0,2017
"44.4740178536,-73.2015468475",ward 6,4899,2019-03,,residence,Tree,elm patriot,7,20,10,1,80,1050.0,2017
"44.4823355411,-73.211138255",ward 2,2423,2019-03,,apartments,Tree,elm amer princeto,3,12,5,1,80,210.0,2016
"44.4740072474,-73.2018779394",ward 6,4902,2013-12,,apartments,Tree,"linden,ltlf grnsp",13,30,25,1,70,3560.0,0
"44.4842027179,-73.2095262472",ward 2,2425,2019-03,,residence,Tree,"lilac,jap tre slk",4,15,6,1,70,310.0,2007
"44.4731801034,-73.2022564377",ward 6,4910,2018-04,,school,Removal,,0,0,0,0,0,0.0,0
"44.4816416137,-73.2135587533",ward 2,2430,2019-03,,residence,Tree,"maackia,amur",2,5,5,1,80,230.0,2014
"44.4723713352,-73.2022032241",ward 6,4916,2013-12,,residence,Tree,"hackberry,common",6,20,15,1,80,720.0,0
"44.4873199965,-73.2166593608",ward 3,2431,2015-03,,residence,Tree,"mapl,rd aut blaze",3,20,10,1,70,180.0,2007
"44.4720871609,-73.2021808143",ward 6,4919,2013-12,,residence,Tree,"oak,red",9,30,20,1,80,2090.0,0
"44.4874302238,-73.2206513834",ward 3,7508,2018-12,,residence,Tree,"mapl,amur",6,15,15,1,70,630.0,0
"44.471989123,-73.2021703269",ward 6,4920,2013-12,,residence,Tree,"oak,red",9,25,20,1,80,2090.0,0
"44.4830145693,-73.1990203559",ward 1,2438,2014-05,,school,Tree,"mapl,paprbark",2,12,8,1,80,240.0,2009
"44.4718663077,-73.2021622043",ward 6,4921,2013-12,,residence,Tree,"oak,red",9,25,20,1,80,2090.0,0
"44.4867911986,-73.2179788368",ward 3,2466,2013-12,,residence,Tree,crabappl sentinal,2,15,10,1,80,180.0,2009
"44.4717758728,-73.2021544688",ward 6,4922,2013-12,,residence,Tree,"mapl,norway",14,30,25,1,50,2390.0,0
"44.4865270085,-73.2194619391",ward 3,2468,2019-03,,apartments,Tree,crabappl rd baron,2,10,5,1,80,180.0,2009
"44.4716197404,-73.2021432849",ward 6,4924,2013-12,,residence,Tree,"oak,red",10,25,20,1,70,2250.0,0
"44.4851526403,-73.2193700081",ward 3,2469,2013-12,,residence,Tree,crabappl rd baron,1,10,10,1,80,180.0,2009
"44.4712256122,-73.2021132871",ward 6,4926,2013-12,,residence,Tree,"oak,red",10,30,20,1,80,2570.0,0
"44.4850874984,-73.2193692075",ward 3,2470,2019-03,,residence,Tree,crabappl sentinal,4,15,15,1,80,310.0,2009
"44.4704828933,-73.202058631",ward 6,4929,2013-12,,residence,Tree,"oak,red",8,25,15,1,80,1650.0,0
"44.4878692476,-73.2156935259",ward 3,2471,2013-12,,residence,Tree,maple free aut bl,3,15,10,1,80,210.0,2009
"44.4703349133,-73.2020591871",ward 6,4931,2018-08,,residence,Tree,"birch,river hritg",9,30,20,1,70,1570.0,0
"44.4853776973,-73.2220317285",ward 3,2473,2019-08,,apartments,Tree,linden ltlf shamr,3,15,10,1,80,240.0,2009
"44.4701865455,-73.2020574085",ward 6,4932,2013-12,,residence,Tree,horsechestnut,24,30,20,1,50,7000.0,0
"44.4544760929,-73.2143623704",ward 5,2487,2015-11,,church,Tree,crabappl prair fr,3,10,10,1,80,180.0,2009
"44.470092807,-73.2020566756",ward 6,4933,2013-12,,residence,Tree,horsechestnut,24,30,25,1,70,9800.0,0
"44.4681447795,-73.2018978708",ward 6,2489,2013-12,,residence,Tree,maple free aut bl,4,20,15,1,80,360.0,2010
"44.4701872639,-73.2018709662",ward 6,4938,2019-05,,residence,Tree,"serviceberry,lust",2,10,5,1,80,180.0,2019
"44.4682420075,-73.201885071",ward 6,2490,2013-12,,residence,Tree,maple free aut bl,4,20,15,1,80,360.0,2010
"44.4704204834,-73.2018920504",ward 6,4939,2013-12,,residence,Tree,horsechestnut,23,30,20,1,30,3860.0,0
"44.5037045165,-73.2451567615",ward 4,2477,2013-11,,residence,Tree,"hackberry,common",3,15,10,1,80,200.0,2009
"44.470600173,-73.201905842",ward 6,4940,2013-12,,residence,Tree,"mapl,norway",13,30,20,1,70,2890.0,0
"44.5030318191,-73.2466691698",ward 4,2481,2015-04,,residence,Tree,"elm,accolade",4,15,10,1,80,360.0,2009
"44.4719734335,-73.2020104251",ward 6,4951,2013-12,,residence,Tree,horsechestnut,11,25,15,1,80,2370.0,0
"44.5028911559,-73.246914913",ward 4,2482,2013-11,,residence,Tree,"elm,accolade",4,15,10,1,80,360.0,2009
"44.4723619837,-73.2020375291",ward 6,4955,2013-12,,residence,Tree,"mapl,silver",15,40,20,1,70,2960.0,0
"44.4537882888,-73.2144351063",ward 5,2493,2017-06,,residence,Tree,"mapl,hedge",6,20,15,1,80,780.0,0
"44.472428624,-73.2020424857",ward 6,4956,2013-12,,residence,Tree,mtn ash swedish,6,20,15,1,80,500.0,0
"44.4534186384,-73.2144702902",ward 5,2495,2018-06,,residence,Tree,"maackia,amur",2,10,5,1,80,230.0,2018
"44.4726612997,-73.2020552509",ward 6,4958,2013-12,,residence,Tree,horsechestnut,25,40,25,1,50,7600.0,0
"44.4526484043,-73.2143916375",ward 5,2509,2018-06,,residence,Tree,"maackia,amur",2,10,5,1,80,230.0,2018
"44.4732081032,-73.2020953096",ward 6,4962,2018-08,,residence,Tree,"mapl,amur",8,20,15,1,70,1110.0,0
"44.4527542052,-73.2143789647",ward 5,2510,2018-06,,residence,Tree,crabapple spp,21,40,40,1,70,6900.0,0
"44.4737582232,-73.2021398732",ward 6,4966,2014-08,,apartments,Tree,crabapple spp,2,10,10,1,80,180.0,2008
"44.4529593604,-73.2143565333",ward 5,2512,2018-06,,residence,Tree,crabapple spp,21,45,40,1,50,4960.0,0
"44.4736229487,-73.2006534534",ward 6,4969,2013-12,,residence,Tree,"hawthorn,wshngton",7,20,15,1,70,920.0,0
"44.4530157884,-73.2143572212",ward 5,2513,2018-06,,apartments,Tree,crabapple spp,16,40,35,1,70,4040.0,0
"44.4735604646,-73.2006502109",ward 6,4970,2013-12,,apartments,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4530908193,-73.2143531491",ward 5,2514,2018-06,,apartments,Tree,crabapple spp,17,35,35,1,70,4550.0,0
"44.4730683178,-73.2006260324",ward 6,4974,2019-07,,residence,Tree,"hawthorn,wshngton",8,20,20,1,70,1190.0,0
"44.452903871,-73.2145194447",ward 5,2516,2016-08,,residence,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4722863322,-73.2005917367",ward 6,4982,2013-12,,residence,Tree,"lilac,jap tree",4,15,10,1,80,360.0,0
"44.4546158353,-73.2143475441",ward 5,2519,2016-11,,church,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4715156399,-73.2005600694",ward 6,4989,2013-12,,residence,Tree,"lilac,jap tree",3,10,10,1,70,180.0,0
"44.4549761779,-73.2143138598",ward 5,2522,2018-06,,church,Tree,crabapple spp,20,25,25,1,70,6300.0,0
"44.4712151228,-73.2005440041",ward 6,4992,2013-12,,residence,Tree,"lilac,jap tree",4,10,10,1,80,360.0,0
"44.4553735604,-73.2145209221",ward 5,2526,2014-11,,church,Tree,"elm,homestead",8,30,20,1,80,780.0,0
"44.4707545025,-73.2005235304",ward 6,4996,2013-12,,residence,Tree,"lilac,jap tree",4,10,10,1,70,310.0,0
"44.4553898075,-73.214787965",ward 5,2528,2014-11,,church,Tree,"elm,homestead",9,30,20,1,80,980.0,0
"44.4703811061,-73.2005059629",ward 6,4998,2019-03,,residence,Tree,"lilac,jap tree",2,10,5,1,80,210.0,2016
"44.4554124099,-73.2152322857",ward 5,2531,2013-10,,church,Tree,"mapl,nwy crmsn kg",10,30,20,1,80,1960.0,0
"44.4700171443,-73.2004922651",ward 6,5002,2019-07,,apartments,Tree,crabappl rd jewel,2,5,5,1,80,180.0,2017
"44.4554204282,-73.2153824839",ward 5,2532,2013-10,,residence,Tree,"mapl,nwy columnar",11,30,20,1,70,2080.0,0
"44.4695297866,-73.2003104848",ward 6,5006,2013-12,,school,Tree,"hackberry,common",6,25,15,1,70,630.0,0
"44.455201389,-73.2141164728",ward 5,2538,2018-06,,residence,Tree,crabapple spp,21,40,40,1,70,6900.0,0
"44.469644403,-73.2003145915",ward 6,5007,2013-12,,school,Tree,"hackberry,common",6,20,15,1,80,720.0,0
"44.454586865,-73.2141826333",ward 5,2543,2018-11,,residence,Stump,crabapple spp,25,0,0,1,0,0.0,0
"44.4699010435,-73.2003272384",ward 6,5009,2013-12,,school,Tree,"hackberry,common",7,20,15,1,80,970.0,0
"44.4475366251,-73.2150941788",ward 5,2546,2013-10,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4704633374,-73.2003490154",ward 6,5014,2013-12,,school,Tree,"hackberry,common",5,15,10,1,80,510.0,0
"44.4546487879,-73.2141798988",ward 5,12448,2018-11,,residence,Tree,"maackia,amur",2,10,5,1,80,230.0,2018
"44.4709805289,-73.2003757269",ward 6,5018,2013-12,,school,Tree,"hackberry,common",7,20,15,1,80,970.0,0
"44.4478521537,-73.2156597873",ward 5,2549,2013-10,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4710774926,-73.20038236",ward 6,5019,2013-12,,school,Tree,"hackberry,common",7,20,15,1,80,970.0,0
"44.4825907884,-73.2138897533",ward 3,3037,2013-10,,apartments,Tree,"mapl,red",7,20,10,1,30,390.0,0
"44.4712724159,-73.2003929008",ward 6,5021,2013-12,,school,Tree,"hackberry,common",7,25,15,1,80,970.0,0
"44.4825747658,-73.2142816923",ward 3,3040,2018-07,,residence,Tree,honeylocust,14,30,25,1,70,2320.0,0
"44.4713537364,-73.2003938734",ward 6,5022,2013-12,,school,Tree,"hackberry,common",6,20,15,1,80,720.0,0
"44.4825592476,-73.2145928145",ward 3,3041,2013-10,,residence,Tree,"mapl,silver",35,55,50,1,70,15400.0,0
"44.4714546191,-73.2004005535",ward 6,5023,2013-12,,school,Tree,"hackberry,common",7,20,20,1,80,970.0,0
"44.4825176322,-73.2156489709",ward 3,3044,2013-10,,residence,Tree,"linden,littleleaf",8,20,15,1,70,1360.0,0
"44.4716054946,-73.2004037267",ward 6,5024,2013-12,,residence,Tree,"hackberry,common",7,20,15,1,80,970.0,0
"44.4825075423,-73.2159339554",ward 3,3046,2019-03,,residence,Tree,linden ltlf corin,2,10,5,1,80,210.0,2016
"44.4716721107,-73.2004058922",ward 6,5025,2013-12,,residence,Tree,"hackberry,common",6,20,15,1,80,720.0,0
"44.4489231257,-73.2162007279",ward 5,2556,2013-10,,residence,Tree,"mapl,red",23,40,40,1,70,9700.0,0
"44.471754386,-73.200410981",ward 6,5026,2013-12,,residence,Tree,"pear,flwr chntclr",12,30,20,1,70,2470.0,0
"44.449065706,-73.2161705592",ward 5,2557,2013-10,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4728387616,-73.200460899",ward 6,5035,2013-12,,apartments,Tree,"hackberry,common",8,20,15,1,70,1110.0,0
"44.4493193234,-73.2161327153",ward 5,2559,2013-10,,residence,Tree,"mapl,red",17,35,35,1,70,5300.0,0
"44.4731042199,-73.2004736542",ward 6,5038,2013-12,,apartments,Tree,"hackberry,common",8,20,10,1,70,1110.0,0
"44.4494391136,-73.2161172837",ward 5,2560,2013-10,,residence,Tree,"mapl,red",18,30,30,1,70,5900.0,0
"44.4632860851,-73.2146252877",ward 5,12249,2017-10,,apartments,Removal,,0,0,0,0,0,0.0,0
"44.4499993242,-73.2161744617",ward 5,2563,2013-10,,residence,Planting Stumpite,unknown,0,0,0,0,0,0.0,0
"44.4735391602,-73.2004911732",ward 6,5041,2013-12,,residence,Tree,"lilac,jap tree",2,10,5,1,80,210.0,0
"44.4501502414,-73.2162013039",ward 5,2564,2016-08,,residence,Planting Stumpite,,0,0,0,0,0,0.0,0
"44.4736811851,-73.2004997134",ward 6,5042,2013-12,,apartments,Tree,"hackberry,common",12,20,25,1,70,2470.0,0
"44.4505498872,-73.2165473279",ward 5,2572,2013-10,,residence,Tree,"mapl,red",12,40,20,1,80,3040.0,0
"44.4740710566,-73.2005166936",ward 6,5046,2013-12,,apartments,Tree,"hackberry,common",10,25,20,1,80,1960.0,0
"44.4501443156,-73.2163311209",ward 5,2575,2018-06,,residence,Stump,"mapl,red",9,0,0,1,0,0.0,0
"44.4741416252,-73.2005134329",ward 6,5047,2013-12,,apartments,Tree,"hackberry,common",9,20,20,1,80,1590.0,0
"44.4500156426,-73.21630671",ward 5,2576,2013-10,,residence,Tree,"mapl,red",14,40,20,1,80,4130.0,0
"44.4733837891,-73.1988225514",ward 6,5051,2013-12,,residence,Tree,"linden,littleleaf",9,25,15,1,70,1720.0,0
"44.4498818394,-73.2162850921",ward 5,2577,2013-10,,residence,Tree,honeylocust,21,55,50,1,80,5900.0,0
"44.4736346161,-73.1981837413",ward 6,5056,2013-12,,residence,Tree,"lilac,jap tree",6,20,15,1,80,780.0,0
"44.4493389853,-73.2162583305",ward 5,2581,2013-10,,residence,Tree,"mapl,red",10,35,25,1,80,2120.0,0
"44.473431803,-73.1980212159",ward 6,5057,2013-12,,residence,Tree,"ash,gr summit",16,35,35,1,70,4370.0,0
"44.4490415225,-73.2163058859",ward 5,2583,2018-08,,residence,Stump,crabapple spp,13,0,0,2,0,0.0,0
"44.4613272193,-73.2173603904",ward 5,5061,2014-02,,industrial,Tree,"mapl,norway",10,22,13,1,70,1720.0,0
"44.4483081178,-73.2163088887",ward 5,2586,2013-10,,residence,Tree,"mapl,red",14,40,30,1,70,3610.0,0
"44.4826364183,-73.2135503255",ward 2,5065,2018-12,elmwood cemetery,cemetery,Tree,"linden,ltlf grnsp",11,40,30,1,70,2560.0,0
"44.4825833399,-73.2162205135",ward 3,3054,2013-10,,residence,Tree,"mapl,freeman",11,20,20,1,70,2240.0,0
"44.4831286036,-73.2135869249",ward 2,5071,2018-12,elmwood cemetery,cemetery,Tree,"linden,ltlf grnsp",15,45,30,1,70,4730.0,0
"44.4826025996,-73.215654999",ward 3,3055,2013-10,,residence,Tree,"mapl,rd aut blaze",5,20,10,1,50,340.0,0
"44.4745691177,-73.1974639542",ward 8,5101,2019-03,,residence,Tree,"mapl,sugar",13,35,20,1,70,4010.0,0
"44.4812764208,-73.2152210521",ward 3,3057,2013-10,,apartments,Tree,ash green cimmaro,8,30,20,1,70,1110.0,0
"44.4743141902,-73.1976921356",ward 8,5103,2018-12,,residence,Stump,"mapl,hedge",13,0,0,1,0,0.0,0
"44.4812848839,-73.218710882",ward 3,3064,2013-11,,residence,Tree,honeylcst shdmstr,15,35,30,1,80,3040.0,0
"44.4743821497,-73.1977735897",ward 8,5109,2019-02,,residence,Tree,"mapl,rd aut sp",2,10,5,1,80,210.0,2016
"44.4812967539,-73.2184136911",ward 3,3066,2013-11,,apartments,Tree,"mapl,norway",15,40,25,1,70,3840.0,0
"44.4744868995,-73.1976792289",ward 8,5110,2019-02,,residence,Tree,"mapl,rd aut sp",2,10,5,1,80,210.0,2016
"44.4558247389,-73.2239763867",ward 5,2587,2016-11,,residence,Tree,"oak,pin",14,45,25,1,80,4130.0,0
